Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
19940526KYLAU,https://books.google.com/books?id=paCVN9ECUc4C&pg=PA10&lpg=PA10&dq=George+Rogers+Clark+High+School+hostage+1995&source=bl&ots=nnsA6mfWJP&sig=Eg_GpHVGdpBSqw57FExYfpEPEGg&hl=en&sa=X&ved=0ahUKEwjEzNrvk_7bAhUIpFkKHYajCvgQ6AEIiQEwEg#v=onepage&q=George%20Rogers%20Clark%20High%20School%20hostage%201995&f=false https://www.fox19.com/story/25495272/principal-tells-of-first-hand-experience-with-clay-shrout/ https://www.cincinnati.com/story/news/crime/crime-and-courts/2019/03/10/clay-shrout-killed-his-family-took-class-hostage-and-up-parole/3069610002/,,,5,26/05/1994,Spring,Larry A. Ryle High School,Union,KY,High,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,"Killed family, went to school and took class hostage","17YOM killed parents and two younger sisters and went to his school with gun. During trigonometry class, there was a warning that a student at the school had a gun. The shooter stood up, took out the gun, and said ""it's me, I'm having a bad day and I killed my parents"". Shooter took classmates hostage for 30 minutes. Teacher approached the shooter, put this hands on the gun, and took it away from the shooter as police officers entered the classroom. Teacher received letter commending his heroism from Former President Bill Clinton. he was smart, gifted even. He excelled as a student at Ryle High School in suburban Northern Kentucky, but there were signs he was in a spiral. His friends said he had become depressed and obsessed with death and gore. He inexplicably quit his job at Rally's, jumping out of the window mid-shift. He brought a stun gun and bullets to school. His parents took away the keys to his truck, his phone privileges and insisted he stop listening to heavy metal and alternative rock. The stories about Shrout from the time have all the buzzwords that would later sprinkle coverage of school shooters: Anarchist Cookbook, black trench coat, combat boots.",Hostage/Standoff,Neither,No,Yes,Yes,No,No,No,No,No,0,Yes
19940525NJLAW,https://www.newspapers.com/image/166926358/?terms=Amy%2BGamarello,,,2,25/05/1994,Spring,Lakeland Regional High School,Wanaque,NJ,High,Beside Building,Outside on School Property,Yes,Morning Classes,08:30:00,Shot herself behind the school,"17YOF student told her friend she had taken pills and needed professional help. While friend went to get help, she went behind the school and killed herself with her father's pistol.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19940408MDLAU,https://www.washingtonpost.com/archive/politics/1994/04/09/pg-teacher-is-shot/d414ee9d-da1c-47c3-93c2-41a29a9fe9ca/ https://www.columbine-angels.com/School_Violence_1993-1994.htm,,,1,08/04/1994,Spring,Largo High School,Upper Marlboro,MD,High,Bathroom,Inside School Building,Yes,Morning Classes,09:00:00,"Teacher asked student to give him the gun in the bathroom, where student shot the teacher in the chest.","A 45 year-old male teacher walked into the bathroom and found 6 boys with a gun. One of the students, a 17 year-old male, was trying to sell a gun he stole from his father, a police officer. The teacher told him to give him the gun and the student shot the teacher in the chest. The shooter fled the scene to a friends house. Several hours later, he returned to the school and was arrested. The teacher was in critical condition but survived. The gun was recovered in a wooded area.",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,1,
19940301MOKEB,https://www.deseretnews.com/article/339317/GUNMAN-KILLS-2-AT-MISSOURI-MILITARY-SCHOOL.html https://apnews.com/5202b17802cd8ff336ef861b452a77e8 https://www.rapsheetz.com/missouri/doc-prisoner/Hayes_Dante/507510,,,2,01/03/1994,Spring,Kemper Military School and College,Boonville,MO,Other,Cafeteria,Inside School Building,Yes,Morning Classes,09:00:00,"Drunk, looking for ex-wife",33 year-old male shooter had been drinking heavily the night prior. He walked into the school cafeteria with a shotgun before the school day looking for his ex-wife. He shot and killed two school cafeteria employees. He went to a nearby apartment building and took two teenagers as hostages before later surrendering to police after hours of negotiation.,Domestic w/ Targeted Victim,Both,No,Yes,No,No,No,Yes,No,No,,Yes
19940121TXKEK,https://www.newspapers.com/image/219396903/?terms=Kennard%2BHigh%2BSchool%2Bsuicide,,,2,21/01/1994,Winter,Kennard High School,Kennard,TX,High,Classroom,Inside School Building,Yes,Morning Classes,08:02:00,Suicide in school,"17 year-old male student commit suicide in school. In one of his classes he commanded the teacher and students to exit. An administrator and teacher tried to speak with the student, but he demanded they leave him alone. He shot himself with a .30-30 rifle. A note cited personal problems.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19930928MSCOG,https://www.newspapers.com/image/181217721/?terms=student%2Bshot  https://www.newspapers.com/image/255947937/?terms=teacher%2Bshot,,,2,28/09/1993,Fall,Coleman Junior High School,Greenville,MS,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:10:00,Shooter walked into class room and shot victim 4 times over a girl,Shooter walked into classroom and shot victim 4 times - shooting stemmed from students involved in earlier argument possibly over a girl. Student fled - later found at friends house.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,
19930325MOSUS,https://www.newspapers.com/image/141626514/?terms=Sumner%2BHigh%2BSchool,,,2,25/03/1993,Spring,Sumner High School,St. Louis,MO,High,Hallway,Inside School Building,Yes,School Start,08:00:00,Shot ex-boyfriend in back of head in hallway,17YOF shot her ex-boyfriend in the hallway. She had told other students that she planned to kill herself and him prior to the shooting. ,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1,
19930318GAHAH,https://www.columbine-angels.com/School_Violence_1992-1993.htm   http://articles.latimes.com/1993-03-19/news/mn-12874_1_school-hallway   https://www.apnews.com/fcddd8b998a732fbcde56819a69833c3,,,2,18/03/1993,Spring,Harlem High School,Harlem,GA,High,Hallway,Inside School Building,Yes,School Start,08:15:00,Shot two students who bullied him,Conflicting reports - suspect pulled out .38 revolver from backpack and shot two subjects who had been bullying him - suspect was acquitted at trial but sentenced to 5 years probation for bringing gun to school. Other report stated suspect shot victims due to them arguing with him about a girl he was dating. ,Bullying,Victims Targeted,No,No,No,No,Yes,No,No,No,,
19930108PACRM,https://www.newspapers.com/image/510596731/?terms=shot%20at%20school&match=1,1,National,3,08/01/1993,Winter,Crawford County Joint Vocational Technical School,Meadville,PA,High,Hallway,Inside School Building,Yes,Morning Classes,08:00:00,Student shot in the head in hallway by unknown shooter,A 15-year-old student was shot in the head by an unknown shooter in the hallway of the school. A bus driver witnessed the shooting. Shooter fled. Student transported in critical condition.,null,Victims Targeted,No,No,No,No,No,No,null,No,1,No
19920514CASIN,https://www.upi.com/Archives/1992/05/14/Student-opens-fire-in-school/6395705816000/,,,2,14/05/1992,Spring,Silverado Middle School,Napa,CA,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:15:00,"Bullied - planned attacked - referred to himself as a ""new Jack City Hustler.""","Suspect was previously picked on. During first period science class, suspect pulled out .357 and shot round striking one student in arm and hitting other student. Suspect then walked through class while students begged not to be shot. Suspect then walked outside and shot round into bush - teachers were able to get the student to surrender. ",Bullying,,,No,No,No,Yes,No,No,Yes,2,Yes
19920331LAOPA,https://www.nola.com/crime/index.ssf/2017/09/25_years_after_walker_students.html,,,2,31/03/1992,Spring,O Perry Walker High School,Algiers,LA,High,Hallway,Inside School Building,Yes,Morning Classes,08:15:00,Fight escalated into shooting in the hallways,Shooter pulled out gun during fight with other student striking him once in the head (fatal). Shooter fled and was arrested later.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,1,
19920226NYTHB,https://www.nytimes.com/1992/02/27/nyregion/2-teen-agers-shot-to-death-in-a-brooklyn-school.html,,,2,26/02/1992,Winter,Thomas Jefferson High School,Brooklyn,NY,High,Hallway,Inside School Building,Yes,Morning Classes,08:40:00,Shots fired during fight in hallway,Shooter fired at two victims in the hallway of the high school during a dispute. Two police officers were approximately 15 feet away. Shooter ran from the scene and was arrested out. Shooter and victim had been arrested for previous armed robbery and only the shooter had been charged creating ongoing dispute. Shooter obtained the gun from a friend the morning of the shooting. This was the second shooting inside the school in 3 months and police officers were assigned to the school at the time of the shooting.,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,1,
19910411SCNOR,The Charlotte Observer - Community Mobilizes at News of School Shooting; https://www.columbine-angels.com/School_Violence_1990-1991.htm,,,1,11/04/1991,Spring,Northwest High School,Rock Hill,SC,High,Cafeteria,Inside School Building,Yes,School Start,08:00:00,Student commit suicide in school cafeteria after break-up with gf,"Shooter had just broken up with girlfriend and we upset. Attempted suicide 2 weeks prior. Took .22 pistol out of his book bag and put it to his head in the cafeteria with about 100 other students present. Student tried to stop him. Shooter pointed the gun at the other student and pulled the trigger but it misfired. Pointed the gun at his own head, pulled trigger second time, and was fatally shot.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19900906GASOC,https://www.ajc.com/news/from-1990-hostages-fear-diminished-as-teen-discussed-troubles/OV4MB7PSZZFXPEAU7K3PNIQXJQ/ https://www.ajc.com/education/greene-references-gun-incident-at-her-georgia-high-school/H4IJIIOFOJFFJAIW42LX7COHWE/ https://www.ajc.com/news/from-1990-hostages-fear-diminished-as-teen-discussed-troubles/OV4MB7PSZZFXPEAU7K3PNIQXJQ/ https://www.dailyitem.com/news/under-fire-for-harassing-parkland-survivor-taylor-greene-recounts-experience-with-student-gunman/article_003e7d80-0cc2-53b7-bffd-4276be4abd78.html https://www.upi.com/Archives/1990/09/06/Student-seizes-six-hostages-at-school/2747652593600/ https://apnews.com/article/b41718f3d339dabd4c7d1cf700cc8a45,100,National,4,06/09/1990,Fall,South Forsyth Middle School - High School,Cumming,GA,06-„ˆÓ,Classroom,Inside School Building,Yes,Morning Classes,08:25:00,Student took 53 students hostage at gunpoint in classroom for 5.5 hours,"A 17-year-old student took 53 classmates hostage inside a classroom. He was armed with a rifle, shotgun, and handgun. He fired a shot from the rifle inside the classroom and the teacher was able to wrestle the rifle away. He then pulled a handgun and took the students in the class hostage. During a 5.5 hour standoff with police, he exchanged hostages for soda and candy. Shooter demanded $5,000 in cash and a school bus. At 1:45 with 9 hostages left in the classroom, the shooter became dizzy and surrendered to police. Students reported the shooter had a history if seizures and took medication. Court reports cited psychological and emotional problems. Juvenile criminal record. Shooter was taken by police to a psychiatric hospital following the incident. Charged as an adult with 90 felony charges including 53 counts of kidnapping, aggravated assault, and weapons charges. ",Hostage/Standoff,Both,No,Yes,Yes,No,,No,No,Yes,1,Yes
19900520TNHIC,"https://news.google.com/newspapers?nid=1310&dat=19900521&id=wcJWAAAAIBAJ&sjid=0eoDAAAAIBAJ&pg=6655,5338612,",,,2,20/05/1990,Spring,Hickman County High School,Centerville,TN,High,Hallway,Inside School Building,No,Not a School Day,09:00:00,Caught trying to set fire to school,Suspect (science teacher) shot assistant principal who caught him trying to set fire to several areas in school.,Psychosis,Victims Targeted,No,No,No,No,No,No,No,No,2,
19900327NYNEB,https://www.nytimes.com/1990/03/28/nyregion/a-black-is-shot-in-a-high-school-in-bensonshurst.html,,,2,27/03/1990,Spring,New Utrecht High School,Brooklyn,NY,High,Hallway,Inside School Building,Yes,Morning Classes,08:40:00,"Racially motivated, three older white students confronted a black student and shot him",Three white students made racial slurs at a black student in a stairwell of the high school and fired a single shot striking him in the wrist. The shooting was part of a series of racial issues occuring in the neighborhood following the shooting of a black student by white students the prior year.,Racial,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
19891205TXWWD,https://www.newspapers.com/image/410785023/?terms=W.%2BW.%2BSamuell%2BHigh%2BSchool,,,2,05/12/1989,Winter,W W Samuell High School,Dallas,TX,High,Hallway,Inside School Building,Yes,Morning Classes,08:20:00,"Gang members fired shots, ricocheted and hit teacher","7 gang members came into school to fight with members of a rival gang. During the fight, shots were fired and a round ricocheted off the floor then struck a special education teacher. All of the gang members fled the area.",Escalation of Dispute,Both,No,No,No,No,No,No,Yes,No,,
19890105ARHEL,https://www.tulsaworld.com/archive/arkansas-teen-dies-in-school-shooting/article_4283e8e7-79fa-539a-97b5-10c9d0189b3e.html https://www.pressreader.com/usa/arkansas-democrat-gazette/20180318/284447099346596,,,3,05/01/1989,Winter,Henderson Junior High School,Little Rock,AR,Middle,Basketball Court,Outside on School Property,Yes,School Start,08:00:00,19-year-old male shot 16-year-old student on the basketball court as school was opening,19 year-old male shooter shot and killed a 16 year-old male student (Edward Burnett) on the basketball court of the school 10 minutes prior to the school opening. Other students and staff were present and saw the shooting occur. The victim was shot in the chest and died. Police said the motive was unknown.,Escalation of Dispute,Victims Targeted,No,No,,No,No,No,,No,1,No
19881007TXDIP,https://www.newspapers.com/image/353952540/?terms=port%2Barthur; https://www.newspapers.com/image/364054210/?terms=port%2Barthur,,,3,07/10/1988,Fall,Dick Dowling Elementary School,Port Arthur,TX,Elementary,School Bus,School Bus,Yes,Before School,08:20:00,Shot bus driver in back of head during trip to school,"Shooter missed bus earlier that day but was later picked up by bus driver. On way to school, shooter shot bus driver in back of head then left gun and bike in bus. Shooter walked to his grandparents' house where he was found by police. ",Unknown,Victims Targeted,No,No,No,No,No,No,No,No,1,
19880520ILHUW,http://articles.chicagotribune.com/2013-05-19/news/ct-met-laurie-dann-25-years-later-20130519_1_school-violence-hubbard-woods-school-school-shootings; https://en.wikipedia.org/wiki/Laurie_Dann,,,3,20/05/1988,Spring,Hubbard Woods Elementary School,Winnetka,IL,Elementary,Hallway; Beside Building,Both Inside/Outside,Yes,School Start,09:00:00,Babysitter attempted to burn down school and shot random students,"Shooter attempted to poison two children she was babysitting, drove them to a school where she believe her sister in laws children were, attempted to burn down the school, attempted to burn down another house with people inside, went to another school and shot multiple children then attempted to burn it down, fled the scene and took two people hostage in their home. Commit suicide while in custody. Shooter had significant mental health issues and was receiving treatment from multiple mental health providers. Condition became worse prior to the shootings as she called in death threats to schools and former babysitting clients. News paper clipping were found in her room describing other shootings. Family was sued for trying to hide her mental health issues.",Psychosis,Both,No,No,No,No,No,No,No,No,>20,Yes
19880202ALWET,https://www.newspapers.com/image/399821731/?terms=West%2BEnd%2BChristian%2BElementary%2BSchool,,,2,02/02/1988,Winter,West End Christian Elementary School,Tuscaloosa,AL,Elementary,Classroom,Inside School Building,Yes,Morning Classes,08:40:00,2 men held 84 students and teacher hostage for 12 hours,Two heavily armed men (both unemployed) wearing bulletproof vest and ski masks held 84 students and teachers hostage for 12 hours while demanding ransom money and to speak with the President of the United States. Men eventually surrendered without firing any shots. One man was taken to psychiatric facility.,Psychosis,Random Shooting,Yes,Yes,Yes,No,No,No,No,No,0,Yes
19880120LASIR,https://www.newspapers.com/image/217137074/?terms=student%2Bshot   https://www.newspapers.com/image/211310693/?terms=lori%2Bbeavers,,,2,20/01/1988,Winter,Simsboro High School,Ruston,LA,High,Parking Lot,Outside on School Property,Yes,School Start,08:00:00,Male student shot female student in parking lot,"18YOM student shot 17YOF student once in the head while she was sitting in her car in the parking lot. Victim gave shooter middle finger and he pointed the gun at her. Shooter claimed he didn't intend for it to go off. Judge determined the shooting to be ""idiot act of adolescence""",Accidental,Victims Targeted,No,No,No,No,No,No,No,No,1,
19880108PACRM,https://www.newspapers.com/image/33621001/?terms=crawford%2Bcounty%2Bjoint%2Bvocational,,,2,08/01/1988,Winter,Crawford County Joint Vocational Technical School,Meadville,PA,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:45:00,Reports were unclear - police were not sure if victim was shot by someone else or if he shot himself,Police were unsure if victim was shot by someone else or if he shot himself,Unknown,,No,No,No,No,,,No,,1,
19871014ILDUC,"https://www.newspapers.com/image/214607586/?terms=student%2Bshot, https://www.newspapers.com/image/87196859/?terms=DuSable%2BHigh%2BSchool",,,3,14/10/1987,Fall,DuSable High School,Chicago,IL,High,Hallway,Inside School Building,Yes,Morning Classes,08:00:00,Shooting following ongoing dispute.,"Student shot in chest, and later died, while walking through third floor hallway in between classes. Suspect later caught. Possible gang related.",Escalation of Dispute,,No,No,No,No,,,Yes,No,1,
19870302MODED,https://www.upi.com/Archives/1987/03/03/Death-of-unsung-hero-allows-classmates-to-escape/3177541746000/,,,2,02/03/1987,Spring,Dekalb High School,De Kalb,MO,High,Classroom,Inside School Building,Yes,Morning Classes,08:25:00,"Shooter bullied, took out gun in class, shot friend then self","Shooter had been the victim of relentless bullying for being overweight. When the shooter pulled the gun out in the front of the classroom, students heckled him for bringing a toy gun to school. The shooters friend approached him and tried to take the gun away. The shooter fired killing him then killed himself.",Bullying,Neither,No,No,No,No,Yes,No,No,No,2,
19870224NYMON,https://www.newspapers.com/image/163362811/?terms=leonette%2Btaylor-coleman; https://www.newspapers.com/image/165115502/?terms=Leonette%2BTaylor-Coleman,,,2,24/02/1987,Winter,Mount Tom Country Day School,New Rochelle,NY,Other,Parking Lot,Outside on School Property,Yes,School Start,08:30:00,Parent was target in assassination attempt after dropping daughter off at school,"Victim dropped her 4-year old daughter off at day school. When walking back to car, two men approached, yelled ""that's her"", shot her several times, and fled the scene.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,4,
19870123MIRED,https://www.newspapers.com/image/99552670/?terms=redford%2Bhigh%2Bschool,,,2,23/01/1987,Winter,Redford High School,Detroit,MI,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:05:00,Ongoing conflict between two students resulted in victim being shot,"Ongoing conflict between students - reports stated shooter walked up to victim, pulled gun from briefcase and shot him five times.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,5,
19860423FLCHM,https://www.newspapers.com/image/321178464/?terms=McCauley%2BCharles%2BDrew%2BMiddle%2BSchool,,,2,23/04/1986,Spring,Charles Drew Middle School,Miami,FL,Middle,Basketball Court,Outside on School Property,Yes,Before School,08:30:00,Long standing feud over a girl,Long standing feud over a girl erupted on the school's basketball court before school - student fled but later turned himself in. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,2,
19851203NHCOC,https://www.edweek.org/ew/articles/1985/12/11/06130034.h05.html; https://www.upi.com/Archives/1985/12/05/Student-dies-of-gunshot-wounds/2332502606800/; https://narratively.com/before-columbine-there-was-concord-high/,,,3,03/12/1985,Winter,Concord High School,Concord,NH,High,Hallway,Inside School Building,Yes,Morning Classes,08:05:00,"Dropout, Teased by other students, took two hostages",Shooter dropped out of school two weeks prior - came back to school with shotgun and held two students hostage - teacher tried to talk down but didn't work. Police arrived and shot and killed suspect. ,Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,Yes,No,No,,1,Yes
19850516FLPAB,https://www.newspapers.com/image/320585636/?terms=school%2Bshooting,,,2,16/05/1985,Spring,Parrott Junior High School,Brookville,FL,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:00:00,"Shooter shot herself in classroom, upset by breakup with boyfriend",Female shooter was upset about break up with boyfriend and shot herself in the abdomen during the 1st period class. 21 other students were in the classroom. Gun was taken from drawer in her parents bedroom.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
19841109CTWIN,https://www.nytimes.com/1994/11/10/nyregion/student-is-shot-at-a-high-school-in-new-haven.html,,,2,09/11/1984,Fall,Wilbur Cross High School,New Haven,CT,High,Hallway,Inside School Building,Yes,School Start,09:00:00,Student shot during argument with 4 students,16YOM student shot during argument in hallway with 4 other students. Shooter was student with frequent disciplinary issues.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
19841031LAEAG,https://www.newspapers.com/image/217132871/?terms=student%2Bshot   https://www.newspapers.com/image/216328910/?terms=Ascension%2Bhigh%2Bschool  https://www.newspapers.com/image/228533969/?terms=JOSEPH%2BBUCHANAN ,,,3,31/10/1984,Fall,East Ascension High School,Gonzales,LA,High,Outside on School Property,Outside on School Property,Yes,Before School,08:30:00,Ongoing conflicts with fellow students,"Two students, one white and the other black, didn't get along. White student shot and killed black student.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
19840928TXMIH,https://www.newspapers.com/image/218042406/?terms=student%2Bshot,,,2,28/09/1984,Fall,Millsap Elementary School,Houston,TX,Elementary,Front of School,Outside on School Property,Yes,Before School,08:40:00,Unknown shooter shot 5 grader raising flag at school,5th grade student was shot by high powered rifle while raising flag outside schoolhouse by an unknown shooter. approximately. 15 minutes later a seventh grade boys was shot at while walking to his junior high school about 5 miles away from first shooting. No suspect identified.,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,,1,Yes
19830912MIHED,https://www.newspapers.com/image/97839646,,,2,12/09/1983,Fall,Henry Ford High School,Detroit,MI,High,Beside Building,Outside on School Property,Yes,School Start,08:45:00,Fight outside on school grounds turned into shooting. ,"Suspect and victim involved in fight outside school. When the victim grabbed the suspect in a bearhug, the suspect took out a pistol and shot the victim. The victim ran into school and died in hallway. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,
19830523OHMAM,https://www.newspapers.com/image/296835492/?terms=mansfield%2Bsenior%2Bhigh%2Bschool,,,2,23/05/1983,Spring,Mansfield Senior High School,Mansfield,OH,High,Beside Building,Outside on School Property,Yes,Before School,08:05:00,Ongoing conflict over a girl ended with victim shot,Shooting escalated from weekend fight - occurred outside of school - shot three times in alley north side of school. After shooting victim went inside school and collapsed,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,
19821220MIFID,https://www.newspapers.com/image/197202441/?terms=student%2Bshot  https://www.newspapers.com/image/97944028/?terms=kevin%2Bdaniel%2Bdavis,,,3,20/12/1982,Winter,Finney High School,Detroit,MI,High,Hallway,Inside School Building,Yes,School Start,08:55:00,Robbery for a jacket,Victim was robbed of his fur trimmed jacket in hallway of school - Victim was approached by three men all carrying guns - suspects fled school after shooting ,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
19821108MICOD,https://www.newspapers.com/image/216218915/?terms=student%2Bshot   https://www.newspapers.com/image/97507481/?terms=cooley%2Bhigh%2Bschool,,,2,08/11/1982,Fall,Cooley High School,Detroit,MI,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:10:00,Shooter showing gun to friends accidentally goes off striking two students,"Student showing off .22 pistol to friends - gun accidentally goes off, ricocheted off the wall and struck two students. ",Accidental,Random Shooting,,No,No,No,No,No,No,No,1,
19820315ORSPS,https://www.newspapers.com/image/199055882/?terms=STUDENT%2BSHOOTS,,,2,15/03/1982,Spring,Springfield High School,Springfield,OR,High,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,Shooter pulled gun in English class - teachers police tried to talk him out of it - later shot self in bathroom,14 year old shooter pulled out .38 caliber pistol around 8:30 am during English class - teachers were able to evacuate students and get shooter into a conference room where they and police tried to get him to surrender. Shooter later went into bathroom where he eventually shot/killed himself - reason for suicide was not known,Suicide/Attempted,Victims Targeted,No,No,No,No,,,No,,1,
19810515LANEN,https://www.newspapers.com/image/216284765/?terms=new%2BIberia%2Bteacher%2Bshot,,,2,15/05/1981,Spring,New Iberia Junior HIgh School,New Iberia,LA,Junior High,Inside School Building,Inside School Building,Yes,Before School,08:00:00,Vice Principal shoots teacher in language arts class before school,"42 year old vice principal shoots language arts teacher (28 year-old female) - his girlfriend 6 times, hits her three. Later turns himself in and pleads not guilty by reason of insanity. ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,6,
19810303INMAI,https://www.newspapers.com/image/312662676/?terms=student%2Bshot,,,2,03/03/1981,Spring,Marshall High School ,Indianapolis,IN,High,Hallway,Inside School Building,Yes,Morning Classes,08:40:00,Ongoing conflicts with fellow students,15YOM shot 16YOM student during an argument in the hallway.,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,2,
19801212OHLOL,https://www.newspapers.com/image/437478830/?terms=FRANK%2BDARMFALL; https://www.newspapers.com/image/294254519/?terms=LONGFELLOW%2BJUNIOR%2BHIGH; https://www.newspapers.com/image/121062945/?terms=LONGFELLOW%2BJUNIOR%2BHIGH,,,2,12/12/1980,Winter,Longfellow Junior HIgh School,Lorain,OH,Junior High,Classroom,Inside School Building,Yes,School Start,09:00:00,Shot school counselor - held 30 hostages until surrendered to police,Distraught boy brandished gun in study hall as school was beginning - shot counselor in stomach - shot into ceiling. held 30 students hostage for 30 minutes before surrendering to police.,Hostage/Standoff,Random Shooting,No,Yes,Yes,No,,No,No,,2,Yes
19800926CTBRB,https://www.newspapers.com/image/242933436/?terms=student%2Bshot,,,2,26/09/1980,Fall,Bridgeport Central High School,Bridgeport,CT,High,Beside Building,Outside on School Property,Yes,School Start,08:55:00,"Looking for ex-girlfriend, fired indiscriminately when he could not find her","19YOM non-student was looking for ex-girlfriend at the school. Fired a one student, then at a group of other students, and threatened a third group of students before fleeing and hiding in the woods nearby. Shooter had stolen a .22 rifle the night before.",Indiscriminate Shooting,Both,No,No,No,No,No,Yes,No,No,<10,Yes
19800331MDFRB,https://www.newspapers.com/image/377692610/?terms=Frederick%2BDouglass%2BSenior%2BHigh%2BSchool%2Bshooting,,,2,31/03/1980,Spring,Frederick Douglass Senior High School,Baltimore,MD,High,Hallway,Inside School Building,Yes,School Start,09:00:00,Shot fired during fight in hallway between students with Ongoing dispute,Fight in the hallway between 2 students escalated into a 16YOM shooting another 16YOM student in the chest. Shooter fled and was later arrested.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,
19800201DCLAW,https://www.washingtonpost.com/archive/local/1980/02/02/proving-gun-is-real-2nd-grader-at-langdon-school-is-shot/f83c3b73-ed9d-4a79-a529-984a01675142/?noredirect=on&utm_term=.d238a08a83ec,,,2,01/02/1980,Winter,Langdon Elementary School,"Washington, DC",DC,Elementary,Bathroom,Inside School Building,Yes,Morning Classes,09:00:00,"Showing off gun in bathroom, pulled trigger to prove it was real",9YOM was showing off gun to 3 other students in the bathroom. Pointed at ceiling and pulled the trigger but it didn't fire. Pointed the gun at another student and pulled the trigger again. Second time it fired striking 9 YOM student in chest.,Accidental,Neither,No,No,No,No,No,No,No,No,1,
19800129VALAW,https://www.newspapers.com/image/234200567/?terms=student%2Bwho%2Bshot%2Bself,,,2,29/01/1980,Winter,Lafayette High School,Williamsburg,VA,High,Other,Inside School Building,Yes,Morning Classes,08:05:00,Shooter shot self in chest in school library,Student shot himself in chest after most students left library on the way to their morning class - reason of shooting not stated.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
19790129CAGRS,http://beta.nydailynews.com/news/justice-story/justice-story-don-mondays-article-1.1504277 https://www.newspapers.com/image/570130513,,,2,29/01/1979,Winter,Grover Cleveland Elementary School,San Diego,CA,Elementary,Off School Property,Off School Property,Yes,School Start,08:30:00,Shooter barricaded herself in house across the street and shot at random students,"Shooter lived across the street from the school and fired at random students and school staff waiting outside for the school to open. When police arrived, she shot an officer in the neck. Shooter than barricaded herself inside her house from multiple hours. Shooter said her motive was ""she didn't like Mondays and wanted to liven things up"". Shooter had previously been arrested for firing BB gun at the school building breaking windows. Shooter lived in poverty with father in a single bed house. Father was abusive alcoholic. Shooter had previous brain trauma and depression. Shooter was given the rifle for christmas (said she thought her father gave it to her so she could kill herself). ",Psychosis,Random Shooting,No,No,Yes,No,No,No,No,No,,Yes
